16,14,0.00015137,-0.0030068,0.0021271,0
11,6,0.00017314,-0.0041304,0.0054329,0
6,1,0.00019634,-0.0047763,0.0063713,0
11,2,0.00022485,-0.0018864,0.0036904,0
10,10,0.00024696,-0.00044328,0.0035997,0
17,13,0.00025582,-0.0037941,0.0039865,0
15,8,0.00027405,-0.0019513,0.0042356,0
11,1,0.00028532,-0.0014424,0.0022137,0
8,3,0.00032696,-0.0032602,0.0052432,0
16,5,0.00034364,-0.0038016,0.0034814,0
10,2,0.00037493,-0.0016386,0.0039166,0
3,2,0.00039441,-0.0019517,0.0027248,0
15,3,0.00044482,0,0.006803,0
14,5,0.00046443,-0.0022641,0.0035461,0
9,5,0.00048293,-0.0026423,0.0060656,0
12,2,0.00049064,-0.003592,0.0080998,0
10,7,0.00049765,-0.0016579,0.0013189,0
14,9,0.00050778,-0.0026799,0.0038059,0
8,7,0.00053351,-0.0046796,0.0029866,0
9,1,0.00058703,-0.002741,0.0056379,0
16,15,0.00063634,-0.0024026,0.0038959,0
11,9,0.00064185,-0.0032958,0.0044165,0
10,1,0.00066102,0,0.003952,0
8,4,0.00066645,-0.0031371,0.0038221,0
10,5,0.00066867,-0.006199,0.0064782,0
17,11,0.00067543,-0.0031979,0.0026012,0
15,9,0.00068983,-0.0034749,0.0055392,0
9,8,0.0006985,-0.0058942,0.0059627,0
16,1,0.00078666,-0.0026167,0.0043519,0
16,2,0.00080206,-0.00067803,0.0050993,0
16,6,0.00081585,-0.004818,0.0027353,0
13,2,0.00086547,-0.0018362,0.0041669,0
12,5,0.00088579,-0.0048372,0.0092576,0
9,2,0.00091203,-0.003011,0.0037063,0
15,5,0.001003,-0.0019242,0.0033313,0
12,9,0.001011,-0.0069222,0.0063206,0
16,8,0.0010303,-0.0027352,0.0048136,0
14,6,0.0010483,-0.0040721,0.0064349,0
5,1,0.0010973,-0.0043295,0.0042459,0
17,8,0.0011111,-0.0057741,0.0063491,0
10,8,0.0012537,-0.0046659,0.0059905,0
17,3,0.0012878,-0.0027969,0.0029011,0
12,6,0.0014042,-0.0038537,0.0067105,0
16,10,0.0015898,-0.0057411,0.0067832,0
9,3,0.0016487,-0.0019396,0.0063538,0
14,10,0.0016712,-0.0036804,0.0049244,0
13,8,0.0017556,-0.0022112,0.0039263,0
7,5,0.61984,0.0021691,2.4651,0.5
14,2,0.82314,0,3.1179,0.5
10,9,0.90417,-0.0053548,2.1671,0.5
8,6,0.90533,-0.00084069,3.1401,0.5
14,1,0.97892,0,2.946,0.5
13,1,1.0224,0,3.0227,0.5
7,6,1.1276,-0.0072875,3.4045,0.5
15,14,1.2048,0,3.6963,0.5
13,3,1.2152,-0.0047322,4.2985,0.5
11,8,1.3385,-0.00505,4.0468,0.5
17,15,1.3444,0,4.9786,0.5
15,12,1.372,0,3.8285,0.5
9,6,1.4184,-0.0020531,3.6656,0.5
16,13,1.4203,-0.002533,3.7957,0.5
17,2,1.5639,0,5.2865,0.5
6,5,1.6249,-0.0013094,3.8091,0.5
13,12,1.6324,-0.0032431,4.4011,0.5
14,3,2.5141,1.3256,4.0047,1
9,7,2.6233,1.1443,4.1603,1
4,3,2.8659,1.3716,6.0487,1
11,5,5.3612,3.1948,7.4228,1
17,16,11.697,9.3065,14.142,1
