17,17,-8.1473,-8.7846,-7.434,1
16,16,-7.2174,-8.6463,-5.8394,1
14,14,-4.1628,-4.9234,-3.1414,1
7,7,-3.7214,-4.8568,-2.8779,1
11,11,-3.4906,-4.5756,-2.5219,1
3,3,-3.3005,-4.2972,-2.3821,1
15,15,-2.7026,-3.1802,-2.2672,1
8,8,-2.4651,-3.1444,-1.7891,1
6,6,-2.1877,-2.6676,-1.7997,1
5,5,-2.0414,-2.4957,-1.1387,1
2,2,-1.7961,-2.0993,-1.491,1
9,9,-1.7329,-2.4997,-1.0943,1
12,12,-1.7181,-2.394,-1.0802,1
13,13,-1.7021,-2.7909,-1.007,1
12,10,-0.7966,-2.3086,0.0019102,0.5
5,3,-0.0019439,-0.0047886,0.0045575,0
7,4,-0.0018618,-0.0048922,0,0
17,9,-0.0018286,-0.0052151,0.0042327,0
13,11,-0.001769,-0.0059391,0.0064166,0
14,11,-0.0016149,-0.0044324,0.0026247,0
6,4,-0.0013909,-0.0038111,0.0042116,0
16,3,-0.0013627,-0.0045539,0.00055954,0
17,10,-0.0013625,-0.0038686,0.0038892,0
17,12,-0.0013554,-0.0046188,0.002148,0
17,5,-0.0012955,-0.0058251,0.0036869,0
16,7,-0.00095805,-0.006859,0.0031375,0
5,2,-0.00095748,-0.0028777,0.0024042,0
7,2,-0.00094081,-0.0025868,0,0
11,7,-0.0009363,-0.0027383,0.0021247,0
13,10,-0.000923,-0.0049613,0.0028044,0
13,6,-0.00090519,-0.0051128,0.00571,0
13,4,-0.00074253,-0.0048062,0.0052603,0
14,13,-0.00069841,-0.0049205,0.0046102,0
14,8,-0.00063918,-0.0044477,0.0042096,0
13,9,-0.00063699,-0.0044811,0.004609,0
17,7,-0.00063543,-0.0038011,0.0033415,0
10,4,-0.00061971,-0.0044563,0.0010145,0
6,2,-0.00057944,-0.0020935,0.0030705,0
10,3,-0.00056552,-0.0031298,0.0048777,0
11,3,-0.00055276,-0.0020418,0.0033203,0
15,6,-0.00054959,-0.0047893,0.0046434,0
11,4,-0.0004263,-0.0029006,0.00087742,0
16,9,-0.00040189,-0.0028843,0.0025977,0
11,10,-0.00039397,-0.0038355,0.0023312,0
13,7,-0.00037998,-0.0047386,0.0025707,0
12,4,-0.00035402,-0.0070987,0.0049057,0
7,1,-0.00034872,-0.0014751,0.0013022,0
16,12,-0.00033019,-0.0058558,0.0060902,0
16,11,-0.00032531,-0.0048353,0.0028131,0
12,3,-0.00031603,-0.0050091,0.0036122,0
9,4,-0.00031034,-0.0036923,0.0035231,0
17,4,-0.00025255,-0.0033631,0.0047358,0
5,4,-0.00022638,-0.0021782,0.0019769,0
6,3,-0.00021703,-0.0062768,0.001487,0
15,11,-0.00021683,-0.0030063,0.0019946,0
3,1,-0.00020533,-0.00056955,0.0012468,0
12,11,-0.00020414,-0.002608,0.0068464,0
17,1,-0.00014391,-0.0059289,0.0046241,0
10,6,-0.00011903,-0.0015357,0.0021852,0
12,8,-0.00011085,-0.0064459,0.0049498,0
15,7,-8.058e-05,-0.0016889,0.0037673,0
16,4,-7.8471e-05,-0.0045976,0.0020573,0
7,3,-7.4802e-05,-0.0034312,0.0015726,0
13,5,-6.8435e-05,-0.0044689,0.0028825,0
14,12,-5.7277e-05,-0.0054092,0.0049965,0
8,2,-4.7327e-05,-0.0058435,0.0047769,0
17,14,-3.2883e-05,-0.0038701,0.0032172,0
17,6,-2.1794e-05,-0.0047838,0.0052689,0
14,4,-1.8919e-05,-0.0012041,0.0024936,0
8,1,-1.2262e-05,-0.0031241,0.0019739,0
12,1,-6.6394e-06,-0.0055753,0.0067215,0
1,1,0,0,0,0
2,1,0,0,0,0
4,1,0,0,0,0
4,2,0,0,0,0
4,4,0,0,0,0
15,1,0,0,0,0
15,2,0,0,0,0
15,4,0,0,0,0
8,5,4.8386e-05,-0.0044416,0.005173,0
15,10,5.8066e-05,-0.0042041,0.0038363,0
12,7,6.1142e-05,-0.0070372,0.0031814,0
15,13,9.6065e-05,-0.0043665,0.0031163,0
14,7,0.00015125,-0.003211,0.0056876,0
