12,6,-0.00031176,-0.0050779,0.0047766,0
9,1,-0.00031149,-0.0027765,0.00058837,0
17,13,-0.00029323,-0.0040571,0.0039639,0
5,4,-0.00029269,-0.0028092,0.0020341,0
8,4,-0.00027998,-0.0045409,0.004765,0
9,4,-0.00026881,-0.00056641,0,0
11,9,-0.00025448,-0.0044001,0.0041284,0
9,8,-0.00023426,-0.0056466,0.0051572,0
7,3,-0.00020818,-0.002161,0.0027714,0
6,2,-0.00017705,-0.0054158,0.0052237,0
17,3,-0.00017361,-0.006156,0.0030263,0
7,1,-0.00016879,-0.0046152,0.0051349,0
11,4,-0.00012872,-0.0032262,0.0037099,0
13,4,-0.00012172,-0.0030039,0.00040268,0
16,7,-0.00010456,-0.003346,0.0033256,0
15,7,-7.342e-05,-0.0028994,0.003528,0
13,2,-4.3034e-05,-0.0037146,0.00065417,0
14,9,-2.4923e-05,-0.0027533,0.0025189,0
16,6,-1.9301e-05,-0.0051481,0.0037342,0
1,1,0,0,0,0
2,1,0,0,0,0
4,1,0,0,0,0
4,2,0,0,0,0
4,4,0,0,0,0
15,1,0,0,0,0
15,2,0,0,0,0
15,4,0,0,0,0
17,1,1.5369e-05,-0.0014938,0.0029985,0
7,4,1.7135e-05,-0.0034917,0.0011512,0
5,3,5.6345e-05,-0.0023528,0.0048032,0
13,9,7.5869e-05,-0.006137,0.0017056,0
9,3,7.8035e-05,-0.0013232,0.0017761,0
16,15,0.00010471,-0.001682,0.0023792,0
8,3,0.00011076,-0.0038376,0.0042712,0
13,8,0.00011224,-0.0052642,0.0071243,0
16,2,0.00011372,-0.0060333,0.0033528,0
17,10,0.00011951,-0.0016242,0.0045981,0
15,9,0.00014523,-0.0018802,0.0015114,0
13,6,0.00014646,-0.001704,0.0036505,0
13,10,0.00015404,-0.0042289,0.0042054,0
10,8,0.00018104,-0.0045999,0.0064716,0
10,1,0.00022046,-0.0028611,0.0032538,0
11,10,0.00024911,-0.0030892,0.0049324,0
11,2,0.00027605,-0.0039195,0.0039928,0
17,4,0.00031412,-0.0015294,0.0026836,0
11,7,0.00032488,-0.0049593,0.0045648,0
17,11,0.00035041,-0.0048681,0.0051875,0
11,3,0.00044647,-0.0036349,0.0038087,0
10,4,0.00047682,0,0.0010193,0
14,5,0.00047703,-0.0037371,0.0016263,0
12,5,0.00050325,-0.0026476,0.0035729,0
17,12,0.00052369,-0.0031339,0.0037874,0
8,2,0.00057672,-0.0048369,0.0029932,0
10,10,0.0006227,-1.4931e-05,0.0013712,0
12,8,0.00064053,-0.0040742,0.0051906,0
16,1,0.00066256,-0.0021579,0.0064313,0
6,1,0.00067272,-0.0048886,0.0054207,0
14,8,0.00068009,-0.0040878,0.0048642,0
15,6,0.00071355,-0.0031185,0.0044063,0
14,13,0.00071804,-0.00030306,0.0016732,0
17,5,0.00073306,-0.0018134,0.0046663,0
16,5,0.00078579,-0.0022107,0.0044572,0
14,7,0.00078585,-0.0018712,0.0036845,0
3,1,0.00083817,0,0.0025289,0
13,7,0.0008389,-0.0036729,0.0024604,0
16,10,0.00084514,-0.001791,0.004205,0
5,1,0.00085999,-0.0018899,0.0059412,0
13,5,0.00093497,-0.0064287,0.0036504,0
3,2,0.00096221,-0.001792,0.0046156,0
14,6,0.00099823,-0.0024401,0.0048649,0
12,12,0.001009,0.001009,0.001009,0
14,12,0.0011339,-0.00048043,0.0022164,0
7,2,0.0011571,-0.0041088,0.0035015,0
15,13,0.0011858,-0.0048345,0.003979,0
16,12,0.0012958,-0.0023354,0.0021411,0
13,11,0.001334,-0.0056216,0.0043481,0
17,9,0.0015005,-0.0032578,0.0049983,0
12,3,0.0015613,-0.001131,0.0025693,0
12,7,0.002214,-0.0029667,0.0059622,0
17,14,0.0025858,-0.0016157,0.0040571,0
7,6,0.58642,-0.15383,2.0618,0.5
13,1,1.0307,0,2.7724,0.5
13,3,1.0321,-0.0014581,3.2286,0.5
10,3,1.0351,-0.002069,2.595,0.5
7,5,1.1037,-0.0039017,3.1335,0.5
9,5,1.2225,-0.0026615,3.2626,0.5
8,6,1.245,0.24349,2.7713,1
14,1,1.3265,0,3.6026,0.5
13,12,1.3675,-0.002486,3.5831,0.5
15,12,1.3921,0,5.0839,0.5
15,11,1.5827,0,4.4747,0.5
16,13,2.0889,-0.0047569,5.6593,0.5
17,2,2.2061,0,5.8527,0.5
17,15,2.2079,0,6.9144,0.5
15,14,2.5258,0,6.6938,0.5
9,7,2.6471,0.79742,4.2902,1
11,8,2.7754,1.2634,4.6392,1
14,3,3.0239,1.4224,4.7752,1
4,3,3.1825,1.2682,5.8244,1
6,5,3.6639,2.0802,4.7377,1
11,5,4.1638,3.1581,6.0027,1
17,16,10.797,5.7788,12.931,1
